sector,monto_financiado,num_rondas,tamano_equipo,exp_fundadores,presencia_redes,ubicacion,inversores_destacados,descripcion,tiempo_fundacion,estado_operativo,viabilidad
Gaming,256600.0,1.0,31.0,5.2,70.1,Piura,0.0,buena presencia en redes. equipo con 5+ años de experiencia. operando en el mercado. expansión a Arequipa en próximos meses,2009.0,activo,0
Fintech,,4.0,5.0,3.1,41.9,Bogotá,0.0,expansión a Buenos Aires en próximos meses. dependencia alta de marketing pago,2007.0,cerrado,0
AI/ML,96400.0,4.0,49.0,8.6,32.1,Santiago,0.0,equipo con 8+ años de experiencia. tracción probada: piloto pagado en Santiago,2020.0,prototipo,1
EdTech,208900.0,4.0,17.0,11.6,27.9,Arequipa,0.0,equipo con 11+ años de experiencia. operando en el mercado. tracción probada: piloto pagado en Arequipa. sin modelo de ingresos definido,2005.0,activo,1
e-commerce,1090500.0,,4.0,5.1,62.4,Lima,0.0,financiamiento semilla cerrado. buena presencia en redes. equipo con 5+ años de experiencia. operando en el mercado. enfocado en E-commerce con enfoque marketplace. dependencia alta de marketing pago,2022.0,activo,0
HealthTech,582800.0,1.0,41.0,6.5,59.4,Piura,0.0,financiamiento semilla cerrado. equipo con 6+ años de experiencia. expansión a Santiago en próximos meses,2007/2008, prototipo ,0
AgroTech,689100.0,1.0,3.0,4.8,75.0,Buenos Aires,0.0,financiamiento semilla cerrado. buena presencia en redes. operando en el mercado. acuerdos B2B con 2 empresas y pipeline sólido,2018.0,activo,1
E-commerce,,1.0,22.0,6.1,25.9, buenos aires,0.0,equipo con 6+ años de experiencia. operando en el mercado. expansión a Santiago en próximos meses,,activo,0
SaaS,USD 44.600,5.0,24.0,0.6,15.9,Cusco,0.0,operando en el mercado. MRR de $3403 con 21 clientes activos. MVP listo y primeros beta testers,2009.0,Activo ,0
SaaS,179800.0,2.0,42.0,8.9,38.1,Quito,0.0,equipo con 8+ años de experiencia. operando en el mercado. tracción probada: piloto pagado en Quito,2018.0,activo,1
gaming,USD 102.800,1.0,46.0,5.0,52.4,Piura,0.0,operando en el mercado. acuerdos B2B con 13 empresas y pipeline sólido. sin modelo de ingresos definido,2018.0,activo,0
Healthtech,102900.0,2.0,35.0,0.0,45.8,bogotá,1.0,apoyo de inversores reconocidos. operando en el mercado. expansión a Arequipa en próximos meses,2021.0,activo,0
 AI/ML ,329100.0,0.0,36.0,1.4,65.0,Piura,0.0,buena presencia en redes. operando en el mercado. acuerdos B2B con 15 empresas y pipeline sólido. MVP listo y primeros beta testers. equipo parcial y tiempo limitado,2009.0,activo,1
AI/ML,906500.0,3.0,6.0,4.6,61.1,buenos aires,0.0,financiamiento semilla cerrado. buena presencia en redes. enfocado en AI/ML con enfoque app móvil,2016.0,cerrado,1
HealthTech,272400.0,3.0,5.0,7.5,70.3,Trujillo,0.0,buena presencia en redes. equipo con 7+ años de experiencia. operando en el mercado. MVP listo y primeros beta testers,2008.0,activo,1
edtech ,244000.0,3.0,27.0,6.4,41.7,Arequipa,0.0,equipo con 6+ años de experiencia. operando en el mercado. enfocado en EdTech con enfoque API-first,2009.0,activo,0
Fintech,,2.0,3.0,5.6,62.1, Quito ,No,buena presencia en redes. equipo con 5+ años de experiencia. operando en el mercado. tracción probada: piloto pagado en Quito. sin modelo de ingresos definido,2005.0,activo ,0
 fintech ,108300.0,2.0,33.0,3.9,50.8,Trujillo,1.0,apoyo de inversores reconocidos. operando en el mercado. acuerdos B2B con 19 empresas y pipeline sólido. enfocado en Fintech con enfoque B2B,2023.0, ACTIVO ,1
E-commerce,776700.0,5.0,29.0,7.2,46.6,Buenos Aires,0.0,financiamiento semilla cerrado. equipo con 7+ años de experiencia. MRR de $5234 con 33 clientes activos. enfocado en E-commerce con enfoque API-first,2021-aprox,Prototipo ,1
travel ,450500.0,1.0,21.0,8.4,27.8, Lima,No,equipo con 8+ años de experiencia. enfocado en Travel con enfoque B2C,2024.0,prototipo ,0
EdTech,337700.0,5.0,46.0,1.6,38.3,Lima,1.0,apoyo de inversores reconocidos. operando en el mercado. expansión a Trujillo en próximos meses. sin modelo de ingresos definido,2006.0,Activo,1
SaaS,606600.0,5.0,28.0,4.4,45.3,Cusco,0.0,financiamiento semilla cerrado. operando en el mercado. enfocado en SaaS con enfoque SaaS. sin modelo de ingresos definido,2005.0,activo,1
Logistics,109100.0,0.0,26.0,6.2,31.0,quito ,1.0,apoyo de inversores reconocidos. equipo con 6+ años de experiencia. expansión a Cusco en próximos meses. equipo parcial y tiempo limitado,2018.0, En Pausa ,0
E-commerce,154000.0,4.0,48.0,6.3,9.4,Cusco,0.0,equipo con 6+ años de experiencia. tracción probada: piloto pagado en Cusco. expansión a Cusco en próximos meses,2023.0, prototipo,1
 e-commerce,447300.0,4.0,18.0,3.6,38.3, cusco,No,operando en el mercado. cofundadores con 3+ años de experiencia en E-commerce. dependencia alta de marketing pago,2019.0, activo ,1
Fintech,58000.0,2.0,22.0,1.1,80.4,Santiago,,apoyo de inversores reconocidos. buena presencia en redes. tracción probada: piloto pagado en Santiago,2006.0,cerrado,1
E-commerce,550600.0,2.0,40.0,4.9,47.7,Arequipa,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. operando en el mercado. acuerdos B2B con 10 empresas y pipeline sólido. sin modelo de ingresos definido,2008.0,activo,1
e-commerce,50000.0,3.0,6.0,4.5,52.1,,0.0,operando en el mercado. acuerdos B2B con 16 empresas y pipeline sólido,2006.0,activo,0
Saas,408800.0,1.0,38.0,6.5,38.7,Piura,0.0,equipo con 6+ años de experiencia. MVP listo y primeros beta testers,2007.0,prototipo,1
 e-commerce,688700.0,,24.0,2.8,77.5,Cusco ,0.0,financiamiento semilla cerrado. buena presencia en redes. operando en el mercado. expansión a Santiago en próximos meses. equipo parcial y tiempo limitado,2013.0,activo,1
Fintech,USD 89.200,4.0,10.0,4.5,26.8,Arequipa,0.0,operando en el mercado. cofundadores con 4+ años de experiencia en Fintech. expansión a Piura en próximos meses. aún sin usuarios activos,2006.0,Activo,0
HealthTech,USD 532.700,5.0,3.0,2.4,49.6,Cusco,0.0,financiamiento semilla cerrado. operando en el mercado. tracción probada: piloto pagado en Cusco,2009.0,activo,0
 AI/ML ,,2.0,4.0,3.1,27.5, Quito,1.0,apoyo de inversores reconocidos. cofundadores con 3+ años de experiencia en AI/ML. MVP listo y primeros beta testers,2014.0,en pausa,0
 Travel,539200.0,0.0,15.0,4.6,-8.0,Quito,0.0,financiamiento semilla cerrado. operando en el mercado. enfocado en Travel con enfoque API-first,2022.0, ACTIVO ,0
Logistics,415400.0,3.0,24.0,8.0,30.8, Buenos Aires,No,equipo con 8+ años de experiencia. MRR de $25644 con 122 clientes activos. expansión a Cusco en próximos meses,2005.0, prototipo ,1
 SaaS,,2.0,43.0,5.1,54.0, Piura,0.0,financiamiento semilla cerrado. equipo con 5+ años de experiencia. operando en el mercado. MVP listo y primeros beta testers. dependencia alta de marketing pago,2010.0,activo,1
HealthTech,USD 157.400,0.0,,5.6,54.3,Santiago,1.0,apoyo de inversores reconocidos. equipo con 5+ años de experiencia. operando en el mercado. cofundadores con 5+ años de experiencia en HealthTech. expansión a CDMX en próximos meses,2006.0,Activo,0
E-commerce,117600.0,4.0,34.0,5.7,17.1,Arequipa,0.0,equipo con 5+ años de experiencia. operando en el mercado,2009.0,activo,1
Gaming,261800.0,4.0,13.0,7.0,-0.5,Piura,No,equipo con 6+ años de experiencia. crecimiento mensual 9% y churn bajo. enfocado en Gaming con enfoque B2B. dependencia alta de marketing pago,2024-aprox,prototipo ,0
Travel,335000.0,2.0,42.0,2.8,40.9, Piura ,0.0,operando en el mercado. tracción probada: piloto pagado en Piura,2019.0,activo,0
E-Commerce,352200.0,5.0,,2.9,94.8, lima,0.0,buena presencia en redes. expansión a CDMX en próximos meses,2007.0, en pausa,1
Logistics,582900.0,0.0,37.0,4.6,33.0,Trujillo ,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. crecimiento mensual 11% y churn bajo,2012-aprox,cerrado,0
 E-Commerce,200500.0,5.0,35.0,5.8,72.5,Lima,0.0,buena presencia en redes. equipo con 5+ años de experiencia. MRR de $2253 con 136 clientes activos,2006.0,en pausa,0
HealthTech,77700.0,0.0,5.0,3.3,79.2, Santiago,0.0,buena presencia en redes. operando en el mercado. MVP listo y primeros beta testers. sin modelo de ingresos definido,2008.0, activo,0
SaaS,625800.0,4.0,1.0,2.4,21.0,Quito,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. operando en el mercado. MRR de $12046 con 193 clientes activos,2008.0, Activo ,0
Travel,428100.0,5.0,38.0,4.4,36.0,Bogotá,0.0,expansión a Piura en próximos meses,2014.0,,1
EdTech,108500.0,1.0,44.0,7.8,33.6, Arequipa,0.0,equipo con 7+ años de experiencia. operando en el mercado,2021.0,,1
saas ,501300.0,2.0,43.0,2.3,28.8,Lima,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. operando en el mercado. acuerdos B2B con 19 empresas y pipeline sólido. enfocado en SaaS con enfoque API-first,2022.0,activo,0
EdTech,236800.0,4.0,24.0,6.4,11.3,Arequipa,1.0,apoyo de inversores reconocidos. equipo con 6+ años de experiencia. tracción probada: piloto pagado en Arequipa. MVP listo y primeros beta testers,2012-aprox,prototipo,0
SaaS,384600.0,3.0,25.0,2.2,68.0, Arequipa ,No,buena presencia en redes. expansión a Quito en próximos meses,2011/2012,en pausa,0
Fintech,139000.0,2.0,23.0,2.1,49.0,Piura,1.0,apoyo de inversores reconocidos. cofundadores con 2+ años de experiencia en Fintech. sin modelo de ingresos definido,2023.0,prototipo,0
Ai/Ml,389400.0,,45.0,4.9,28.0,Cusco,0.0,operando en el mercado. tracción probada: piloto pagado en Cusco. sin modelo de ingresos definido,2017.0,activo,1
Fintech ,263900.0,,3.0,2.5,-10.0,Cusco,0.0,enfocado en Fintech con enfoque SaaS,2013.0,en pausa,1
Gaming,208400.0,1.0,42.0,2.8,55.9, Bogotá ,1.0,apoyo de inversores reconocidos. expansión a Quito en próximos meses,2017.0,prototipo,0
 LOGISTICS,1220100.0,0.0,37.0,1.6,23.2, cusco,0.0,financiamiento semilla cerrado. crecimiento mensual 21% y churn bajo,2012.0,cerrado,1
AI/ML,276300.0,5.0,7.0,5.4,24.4, nan ,0.0,equipo con 5+ años de experiencia. operando en el mercado. enfocado en AI/ML con enfoque B2B. aún sin usuarios activos,2023.0,activo,1
HealthTech,923700.0,3.0,20.0,2.5,69.8,Quito,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. buena presencia en redes. crecimiento mensual 27% y churn bajo. equipo parcial y tiempo limitado,,prototipo,1
Logistics ,3034100.0,2.0,9.0,5.9,36.3, trujillo,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. equipo con 5+ años de experiencia. tracción probada: piloto pagado en Trujillo. enfocado en Logistics con enfoque app móvil,2009-aprox,prototipo,0
 LOGISTICS,77800.0,3.0,28.0,4.9,75.0,Buenos Aires,1.0,apoyo de inversores reconocidos. buena presencia en redes. operando en el mercado. MRR de $1845 con 141 clentes activos. MVP listo y primeros beta testers. equipo parcial y tiempo limitado,2017.0,activo,1
AgroTech,171800.0,1.0,34.0,5.7,33.7,QUITO ,1.0,apoyo de inversores reconocidos. equipo con 5+ años de experiencia. MVP listo y primeros beta testers. dependencia alta de marketing pago,2013.0,en pausa,0
AI/ML,131700.0,1.0,16.0,2.8,43.1,bogotá ,0.0,operando en el mercado. cofundadores con 2+ años de experiencia en AI/ML. MVP listo y primeros beta testers,2010.0,activo,0
E-commerce,USD 518.600,3.0,16.0,3.5,25.1,Quito,0.0,financiamiento semilla cerrado. MVP listo y primeros beta testers. dependencia alta de marketing pago,2024.0,en pausa,1
EdTech,395800.0,0.0,9.0,4.8,57.4,Buenos Aires,0.0,operando en el mercado,2015.0,activo,0
Logistics,USD 738.300,2.0,3.0,6.6,39.1,Cusco,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. equipo con 6+ años de experiencia. crecimiento mensual 20% y churn bajo. MVP listo y primeros beta testers. aún sin usuarios activos,2020.0,prototipo,1
SaaS,637400.0,2.0,23.0,5.2,81.3, Cdmx,0.0,financiamiento semilla cerrado. buena presencia en redes. equipo con 5+ años de experiencia. operando en el mercado. crecimiento mensual 29% y churn bajo. expansión a Trujillo en próximos meses. sin modelo de ingresos definido,2024.0,activo,1
 Logistics,1051200.0,4.0,48.0,3.8,30.6, bogotá ,,financiamiento semilla cerrado. operando en el mercado. aún sin usuarios activos,2007/2008,activo,1
Logistics ,829100.0,5.0,34.0,4.8,55.2,buenos aires,0.0,financiamiento semilla cerrado. operando en el mercado. acuerdos B2B con 11 empresas y pipeline sólido. expansión a Lima en próximos meses,2013.0,activo,1
EdTech,78500.0,5.0,26.0,4.4,45.2,Arequipa,0.0,,2024.0, Prototipo,0
 healthtech,,1.0,16.0,7.6,59.4,Quito,1.0,apoyo de inversores reconocidos. equipo con 7+ años de experiencia. operando en el mercado. enfocado en HealthTech con enfoque B2B,2005.0,activo,1
EdTech,176700.0,1.0,34.0,3.0,16.0,Bogotá,1.0,apoyo de inversores reconocidos. enfocado en EdTech con enfoque API-first,2006.0,en pausa,0
 Healthtech ,185200.0,3.0,41.0,3.2,49.8,Buenos Aires,1.0,apoyo de inversores reconocidos. crecimiento mensual 29% y churn bajo. MVP listo y primeros beta testers,2024.0, cerrado ,0
EdTech,323900.0,0.0,35.0,1.3,81.2,Cusco,0.0,buena presencia en redes. enfocado en EdTech con enfoque marketplace. sin modelo de ingresos definido,2022.0,en pausa,0
E-commerce,575800.0,1.0,22.0,4.8,38.9,Piura,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. operando en el mercado. enfocado en E-commerce con enfoque SaaS,2010.0,activo,1
Fintech,140800.0,2.0,32.0,5.4,48.3, quito ,0.0,equipo con 5+ años de experiencia. operando en el mercado. acuerdos B2B con 6 empresas y pipeline sólido. enfocado en Fintech con enfoque SaaS. sin modelo de ingresos definido,2014.0,activo,0
E-commerce,165000.0,2.0,15.0,4.5,62.8,Santiago,1.0,apoyo de inversores reconocidos. buena presencia en redes. operando en el mercado. cofundadores con 4+ años de experiencia en E-commerce. MVP listo y primeros beta testers,2015.0,activo,0
E-Commerce ,195800.0,,36.0,3.8,,Lima,0.0,cofundadores con 3+ años de experiencia en E-commerce. MVP listo y primeros beta testers,2022.0,prototipo,1
Fintech,121800.0,5.0,27.0,3.1,24.3,Piura,Sí,apoyo de inversores reconocidos,2013/2014,prototipo,1
AI/ML,244700.0,3.0,15.0,7.1,, piura ,1.0,apoyo de inversores reconocidos. equipo con 7+ años de experiencia. operando en el mercado. MVP listo y primeros beta testers,2010.0,activo,1
HealthTech,1573000.0,2.0,27.0,6.5,37.3, CDMX ,0.0,financiamiento semilla cerrado. equipo con 6+ años de experiencia. operando en el mercado. enfocado en HealthTech con enfoque B2B,2013.0,activo,1
EdTech,1035100.0,5.0,19.0,6.0,17.6,CDMX,0.0,financiamiento semilla cerrado. equipo con 6+ años de experiencia. operando en el mercado. expansión a Arequipa en próximos meses,2024.0, activo,1
SaaS,,5.0,32.0,4.9,,Trujillo,0.0,operando en el mercado. expansión a Quito en próximos meses,2018.0, activo ,0
HealthTech,448000.0,0.0,41.0,3.8,47.4,Buenos Aires,0.0,cofundadores con 3+ años de experiencia en HealthTech. expansión a Bogotá en próximos meses,2019.0,cerrado,1
AI/ML,420100.0,5.0,5.0,4.0,95.8,Bogotá,1.0,apoyo de inversores reconocidos. buena presencia en redes. operando en el mercado. expansión a Cusco en próximos meses. aún sin usuarios activos,2011.0,activo,0
Gaming,,2.0,22.0,5.7,65.3,CDMX,1.0,apoyo de inversores reconocidos. buena presencia en redes. equipo con 5+ años de experiencia,2017.0,,1
Logistics,229500.0,3.0,11.0,3.0,36.8, Trujillo ,0.0,cofundadores con 3+ años de experiencia en Logistics,2020.0, En Pausa,0
SaaS,876500.0,4.0,34.0,1.2,42.9,Bogotá,0.0,financiamiento semilla cerrado. operando en el mercado. crecimiento mensual 23% y churn bajo. enfocado en SaaS con enfoque B2B,2020.0,activo,1
travel,1310400.0,1.0,2.0,3.9,82.8,Santiago,0.0,financiamiento semilla cerrado. buena presencia en redes,2009.0,EN PAUSA ,1
HealthTech,334900.0,3.0,39.0,7.2,40.2,Buenos Aires,0.0,equipo con 7+ años de experiencia. operando en el mercado. cofundadores con 7+ años de experiencia en HealthTech. expansión a Piura en próximos meses. dependencia alta de marketing pago,2025.0,activo,1
 Logistics ,891800.0,2.0,31.0,2.5,17.3,Trujillo,0.0,financiamiento semilla cerrado. operando en el mercado. MRR de $3458 con 178 clientes activos. enfocado en Logistics con enfoque app móvil,2021.0,activo,0
E-commerce,214500.0,1.0,24.0,3.9,70.5,Cdmx ,0.0,buena presencia en redes. acuerdos B2B con 5 empresas y pipeline sólido. MVP listo y primeros beta testers,2021.0,prototipo,1
Gaming,,1.0,46.0,9.9,56.4,Arequipa,0.0,equipo con 9+ años de experiencia. operando en el mercado. cofundadores con 9+ años de experiencia en Gaming. expansión a CDMX en próximos meses,2025.0, Activo,1
 E-Commerce,403100.0,1.0,19.0,4.3,41.5,Lima,1.0,apoyo de inversores reconocidos. operando en el mercado. acuerdos B2B con 14 empresas y pipeline sólido. enfocado en E-commerce con enfoque app móvil. sin modelo de ingresos definido,2015-aprox,activo ,1
Fintech,259800.0,3.0,,3.9,14.9,Lima,0.0,cofundadores con 3+ años de experiencia en Fintech. expansión a CDMX en próximos meses. aún sin usuarios activos,2016.0,,0
fintech,USD 456.500,,21.0,0.0,42.9,Cusco,0.0,operando en el mercado. crecimiento mensual 10% y churn bajo. MVP listo y primeros beta testers,2020.0,activo,1
SaaS,119500.0,4.0,14.0,6.4,41.2,Buenos Aires,0.0,equipo con 6+ años de experiencia. operando en el mercado. crecimiento mensual 14% y churn bajo,2007.0,activo,1
AI/ML,516700.0,2.0,45.0,1.4,47.0,Piura,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. operando en el mercado. tracción probada: piloto pagado en Piura. expansión a Quito en próximos meses,2024.0,activo,1
Fintech,115200.0,1.0,32.0,3.0,58.5, piura,0.0,operando en el mercado. tracción probada: piloto pagado en Piura. enfocado en Fintech con enfoque API-first,2015/2016,activo,1
EdTech,97200.0,4.0,46.0,6.0,49.9,Arequipa ,No,equipo con 6+ años de experiencia. operando en el mercado. enfocado en EdTech con enfoque app móvil,2024.0,activo,1
AI/ML,351400.0,4.0,7.0,5.4,60.2,Trujillo,0.0,buena presencia en redes. equipo con 5+ años de experiencia,2023.0,prototipo,1
e-commerce,73500.0,0.0,38.0,4.2,1.8,Trujillo,1.0,apoyo de inversores reconocidos. operando en el mercado. tracción probada: piloto pagado en Trujillo. MVP listo y primeros beta testers,2018.0,nan ,0
 Travel,198000.0,2.0,36.0,1.2,48.3,Cusco,0.0,operando en el mercado. MRR de $7935 con 18 clientes activos. MVP listo y primeros beta testers,2019.0,activo,0
Travel,93200.0,4.0,23.0,4.0,28.2,Arequipa,1.0,apoyo de inversores reconocidos,2020.0,prototipo,1
AI/ML,63600.0,5.0,14.0,6.9,0.5, Piura ,0.0,equipo con 6+ años de experiencia. enfocado en AI/ML con enfoque B2C,, Prototipo,0
Fintech,672400.0,1.0,38.0,2.5,48.4,Arequipa,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. cofundadores con 2+ años de experiencia en Fintech,2024-aprox,PROTOTIPO,0
Fintech,1068700.0,5.0,10.0,5.4,62.3,Quito ,0.0,financiamiento semilla cerrado. buena presencia en redes. equipo con 5+ años de experiencia. operando en el mercado. crecimiento mensual 18% y churn bajo. MVP listo y primeros beta testers. aún sin usuarios activos,2018.0,activo,1
